full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Guy Guzzone,Maryland,Democrat,Senator,100,78.59765109,blue,100
Nicole Williams,Maryland,Democrat,Representative,100,78.59765109,blue,100
J.B. Jennings,Maryland,Republican,Senator,45.3,78.59765109,red,45.3
Obie Patterson,Maryland,Democrat,Senator,100,78.59765109,blue,100
Adrienne Jones,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jheanelle Wilkins,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jay Walker,Maryland,Democrat,Representative,100,78.59765109,blue,100
Kathleen Dumais,Maryland,Democrat,Representative,100,78.59765109,blue,100
April Rose,Maryland,Republican,Representative,11.1,78.59765109,red,11.1
Carol Krimm,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jared Solomon,Maryland,Democrat,Representative,100,78.59765109,blue,100
Seth Howard,Maryland,Republican,Representative,39.2,78.59765109,red,39.2
Dana Stein,Maryland,Democrat,Representative,100,78.59765109,blue,100
Ariana Kelly,Maryland,Democrat,Representative,100,78.59765109,blue,100
Brian Feldman,Maryland,Democrat,Senator,100,78.59765109,blue,100
Teresa Reilly,Maryland,Republican,Representative,25.9,78.59765109,red,25.9
Kriselda Valderrama,Maryland,Democrat,Representative,100,78.59765109,blue,100
Kathy Szeliga,Maryland,Republican,Representative,32.7,78.59765109,red,32.7
Joanne Benson,Maryland,Democrat,Senator,100,78.59765109,blue,100
Haven Shoemaker,Maryland,Republican,Representative,14.8,78.59765109,red,14.8
Nancy King,Maryland,Democrat,Senator,100,78.59765109,blue,100
Sarah Elfreth,Maryland,Democrat,Senator,100,78.59765109,blue,100
Susan Lee,Maryland,Democrat,Senator,100,78.59765109,blue,100
Darryl Barnes,Maryland,Democrat,Representative,100,78.59765109,blue,100
Arthur Ellis,Maryland,Democrat,Senator,100,78.59765109,blue,100
Vaughn Stewart,Maryland,Democrat,Representative,100,78.59765109,blue,100
Brooke Lierman,Maryland,Democrat,Representative,100,78.59765109,blue,100
Neil Parrott,Maryland,Republican,Representative,19.2,78.59765109,red,19.2
Ron Watson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Samuel Rosenberg,Maryland,Democrat,Representative,100,78.59765109,blue,100
Cheryl Kagan,Maryland,Democrat,Senator,100,78.59765109,blue,100
Paul Corderman,Maryland,Republican,Senator,43.8,78.59765109,red,43.8
Nicholaus Kipke,Maryland,Republican,Representative,51,78.59765109,red,51
Jay Jalisi,Maryland,Democrat,Representative,88.7,78.59765109,blue,88.7
Benjamin Kramer,Maryland,Democrat,Senator,100,78.59765109,blue,100
Jesse Pippy,Maryland,Republican,Representative,25,78.59765109,red,25
Charlotte Crutchfield,Maryland,Democrat,Representative,100,78.59765109,blue,100
Robbyn Lewis,Maryland,Democrat,Representative,100,78.59765109,blue,100
Shaneka Henson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Veronica Turner,Maryland,Democrat,Representative,100,78.59765109,blue,100
Steven Arentz,Maryland,Republican,Representative,15.4,78.59765109,red,15.4
Charles Otto,Maryland,Republican,Representative,20.4,78.59765109,red,20.4
Ronald Young,Maryland,Democrat,Senator,100,78.59765109,blue,100
Michael Hough,Maryland,Republican,Senator,41.5,78.59765109,red,41.5
Curtis Anderson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Reid Novotny,Maryland,Republican,Representative,N/A,78.59765109,grey,120
Chris West,Maryland,Republican,Senator,82.4,78.59765109,red,82.4
Melissa Wells,Maryland,Democrat,Representative,95.7,78.59765109,blue,95.7
Jazz Lewis,Maryland,Democrat,Representative,100,78.59765109,blue,100
Susan Krebs,Maryland,Republican,Representative,18.5,78.59765109,red,18.5
David Moon,Maryland,Democrat,Representative,100,78.59765109,blue,100
Michael Malone,Maryland,Republican,Representative,37,78.59765109,red,37
Joseline Pena-Melnyk,Maryland,Democrat,Representative,100,78.59765109,blue,100
Andrea Harrison,Maryland,Democrat,Representative,100,78.59765109,blue,100
Clarence Lam,Maryland,Democrat,Senator,100,78.59765109,blue,100
Kumar Barve,Maryland,Democrat,Representative,100,78.59765109,blue,100
Sheila Ruth,Maryland,Democrat,Representative,100,78.59765109,blue,100
Kirill Reznik,Maryland,Democrat,Representative,100,78.59765109,blue,100
Bob Long,Maryland,Republican,Representative,15.9,78.59765109,red,15.9
Jen Terrasa,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jon Cardin,Maryland,Democrat,Representative,100,78.59765109,blue,100
Justin Ready,Maryland,Republican,Senator,34,78.59765109,red,34
Katie Hester,Maryland,Democrat,Senator,100,78.59765109,blue,100
Julie Palakovich Carr,Maryland,Democrat,Representative,100,78.59765109,blue,100
Rachel Jones,Maryland,Democrat,Representative,N/A,78.59765109,grey,120
Eric Ebersole,Maryland,Democrat,Representative,100,78.59765109,blue,100
Melony Griffith,Maryland,Democrat,Senator,100,78.59765109,blue,100
Stephanie Smith,Maryland,Democrat,Representative,100,78.59765109,blue,100
Michael Jackson,Maryland,Democrat,Senator,100,78.59765109,blue,100
Emily Shetty,Maryland,Democrat,Representative,100,78.59765109,blue,100
Anne Healey,Maryland,Democrat,Representative,100,78.59765109,blue,100
Johnny Mautz,Maryland,Republican,Representative,32,78.59765109,red,32
Elizabeth Proctor,Maryland,Democrat,Representative,100,78.59765109,blue,100
Chanel Branch,Maryland,Democrat,Representative,100,78.59765109,blue,100
Terri Hill,Maryland,Democrat,Representative,100,78.59765109,blue,100
William Smith,Maryland,Democrat,Senator,100,78.59765109,blue,100
Maggie McIntosh,Maryland,Democrat,Representative,100,78.59765109,blue,100
Pamela Queen,Maryland,Democrat,Representative,100,78.59765109,blue,100
Katherine Klausmeier,Maryland,Democrat,Senator,94.2,78.59765109,blue,94.2
Matt Morgan,Maryland,Republican,Representative,11.5,78.59765109,red,11.5
William Wivell,Maryland,Republican,Representative,16.7,78.59765109,red,16.7
Catherine Forbes,Maryland,Democrat,Representative,100,78.59765109,blue,100
Malcolm Augustine,Maryland,Democrat,Senator,100,78.59765109,blue,100
Sid Saab,Maryland,Republican,Representative,22.2,78.59765109,red,22.2
Geraldine Valentino-Smith,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jerry Clark,Maryland,Republican,Representative,43.9,78.59765109,red,43.9
Alonzo Washington,Maryland,Democrat,Representative,100,78.59765109,blue,100
Ben Barnes,Maryland,Democrat,Representative,100,78.59765109,blue,100
Bonnie Cullison,Maryland,Democrat,Representative,100,78.59765109,blue,100
Edith Patterson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Anne Kaiser,Maryland,Democrat,Representative,100,78.59765109,blue,100
Pat Young,Maryland,Democrat,Representative,100,78.59765109,blue,100
Mary Carozza,Maryland,Republican,Senator,47.1,78.59765109,red,47.1
Dana Jones,Maryland,Democrat,Representative,N/A,78.59765109,grey,120
Marvin Holmes,Maryland,Democrat,Representative,100,78.59765109,blue,100
Eric Luedtke,Maryland,Democrat,Representative,100,78.59765109,blue,100
Diana Fennell,Maryland,Democrat,Representative,100,78.59765109,blue,100
Ken Kerr,Maryland,Democrat,Representative,100,78.59765109,blue,100
James Rosapepe,Maryland,Democrat,Senator,100,78.59765109,blue,100
Shelly Hettleman,Maryland,Democrat,Senator,100,78.59765109,blue,100
Christopher Adams,Maryland,Republican,Representative,22.2,78.59765109,red,22.2
Ned Carey,Maryland,Democrat,Representative,92.6,78.59765109,blue,92.6
C.T. Wilson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Shane Pendergrass,Maryland,Democrat,Representative,100,78.59765109,blue,100
Jill Carter,Maryland,Democrat,Senator,100,78.59765109,blue,100
Nick Charles,Maryland,Democrat,Representative,100,78.59765109,blue,100
David Fraser-hidalgo,Maryland,Democrat,Representative,100,78.59765109,blue,100
Lily Qi,Maryland,Democrat,Representative,100,78.59765109,blue,100
Mark Fisher,Maryland,Republican,Representative,9.6,78.59765109,red,9.6
Sandy Bartlett,Maryland,Democrat,Representative,100,78.59765109,blue,100
Dan Cox,Maryland,Republican,Representative,21.1,78.59765109,red,21.1
Sara Love,Maryland,Democrat,Representative,100,78.59765109,blue,100
Delores Kelley,Maryland,Democrat,Senator,100,78.59765109,blue,100
James Gilchrist,Maryland,Democrat,Representative,100,78.59765109,blue,100
Mike Mckay,Maryland,Republican,Representative,25.9,78.59765109,red,25.9
Alfred Carr,Maryland,Democrat,Representative,100,78.59765109,blue,100
Lorig Charkoudian,Maryland,Democrat,Representative,100,78.59765109,blue,100
Richard Impallaria,Maryland,Republican,Representative,6,78.59765109,red,6
Mary Ann Lisanti,Maryland,Democrat,Representative,100,78.59765109,blue,100
Gabriel Acevero,Maryland,Democrat,Representative,100,78.59765109,blue,100
Debra Davis,Maryland,Democrat,Representative,100,78.59765109,blue,100
Douglas Peters,Maryland,Democrat,Senator,100,78.59765109,blue,100
Ric Metzgar,Maryland,Republican,Representative,19.2,78.59765109,red,19.2
Brian Chisholm,Maryland,Republican,Representative,25,78.59765109,red,25
Wanika Fisher,Maryland,Democrat,Representative,100,78.59765109,blue,100
Talmadge Branch,Maryland,Democrat,Representative,100,78.59765109,blue,100
Bob Cassilly,Maryland,Republican,Senator,47.2,78.59765109,red,47.2
Heather Bagnall,Maryland,Democrat,Representative,100,78.59765109,blue,100
Joseph Boteler,Maryland,Republican,Representative,8.3,78.59765109,red,8.3
Luke Clippinger,Maryland,Democrat,Representative,100,78.59765109,blue,100
Keith Haynes,Maryland,Democrat,Representative,100,78.59765109,blue,100
Dalya Attar,Maryland,Democrat,Representative,100,78.59765109,blue,100
Regina Boyce,Maryland,Democrat,Representative,95.7,78.59765109,blue,95.7
Carl Anderton,Maryland,Republican,Representative,63.5,78.59765109,red,63.5
Jeff Ghrist,Maryland,Republican,Representative,20.8,78.59765109,red,20.8
Mark Chang,Maryland,Democrat,Representative,100,78.59765109,blue,100
Lesley Lopez,Maryland,Democrat,Representative,100,78.59765109,blue,100
Antonio Hayes,Maryland,Democrat,Senator,100,78.59765109,blue,100
Craig Zucker,Maryland,Democrat,Senator,100,78.59765109,blue,100
Robin Grammer,Maryland,Republican,Representative,15.1,78.59765109,red,15.1
Dereck Davis,Maryland,Democrat,Representative,100,78.59765109,blue,100
Brenda Thiam,Maryland,Republican,Representative,N/A,78.59765109,grey,120
Karen Young,Maryland,Democrat,Representative,100,78.59765109,blue,100
Pamela Beidle,Maryland,Democrat,Senator,100,78.59765109,blue,100
Frank Conaway,Maryland,Democrat,Representative,98.1,78.59765109,blue,98.1
Mike Rogers,Maryland,Democrat,Representative,100,78.59765109,blue,100
Sheree Sample-Hughes,Maryland,Democrat,Representative,82.4,78.59765109,blue,82.4
Carl Jackson,Maryland,Democrat,Representative,100,78.59765109,blue,100
Tommy Brann,Michigan,Republican,Representative,46.2,67.39967277,red,46.2
Kenneth Horn,Michigan,Republican,Senator,47.4,67.39967277,red,47.4
Gary Howell,Michigan,Republican,Representative,50,67.39967277,red,50
Matt Koleszar,Michigan,Democrat,Representative,100,67.39967277,blue,100
Amos O'Neal,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Sean McCann,Michigan,Democrat,Senator,100,67.39967277,blue,100
TC Clements,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Mari Manoogian,Michigan,Democrat,Representative,83.3,67.39967277,blue,83.3
Yousef Rabhi,Michigan,Democrat,Representative,80.8,67.39967277,blue,80.8
Roger Victory,Michigan,Republican,Senator,48.8,67.39967277,red,48.8
Abraham Aiyash,Michigan,Democrat,Representative,100,67.39967277,blue,100
Ronnie Peterson,Michigan,Democrat,Representative,84.6,67.39967277,blue,84.6
Thomas Albert,Michigan,Republican,Representative,34.6,67.39967277,red,34.6
Matthew Maddock,Michigan,Republican,Representative,50,67.39967277,red,50
Mary Cavanagh,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Aric Nesbitt,Michigan,Republican,Senator,51.9,67.39967277,red,51.9
Christine Morse,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Ricky Outman,Michigan,Republican,Senator,55.6,67.39967277,red,55.6
Douglas Wozniak,Michigan,Republican,Representative,50,67.39967277,red,50
Mary Whiteford,Michigan,Republican,Representative,45.2,67.39967277,red,45.2
Dale Zorn,Michigan,Republican,Senator,42.1,67.39967277,red,42.1
Joseph Bellino,Michigan,Republican,Representative,50,67.39967277,red,50
James Ananich,Michigan,Democrat,Senator,84.8,67.39967277,blue,84.8
Wayne Schmidt,Michigan,Republican,Senator,52.9,67.39967277,red,52.9
Jim Lilly,Michigan,Republican,Representative,50,67.39967277,red,50
Greg VanWoerkom,Michigan,Republican,Representative,50,67.39967277,red,50
Samantha Steckloff,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Tullio Liberati,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Marshall Bullock,Michigan,Democrat,Senator,100,67.39967277,blue,100
Robert Bezotte,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Nate Shannon,Michigan,Democrat,Representative,83.3,67.39967277,blue,83.3
Kevin Daley,Michigan,Republican,Senator,77.8,67.39967277,red,77.8
Curtis VanderWall,Michigan,Republican,Senator,56.5,67.39967277,red,56.5
Steven Johnson,Michigan,Republican,Representative,46.2,67.39967277,red,46.2
Kara Hope,Michigan,Democrat,Representative,100,67.39967277,blue,100
Pamela Hornberger,Michigan,Republican,Representative,42.3,67.39967277,red,42.3
Stephanie Young,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Jim Stamas,Michigan,Republican,Senator,50,67.39967277,red,50
Roger Hauck,Michigan,Republican,Representative,50,67.39967277,red,50
Erika Geiss,Michigan,Democrat,Senator,85.4,67.39967277,blue,85.4
John Cherry,Michigan,Democrat,Representative,58.3,67.39967277,blue,58.3
Jim Haadsma,Michigan,Democrat,Representative,83.3,67.39967277,blue,83.3
Cara Clemente,Michigan,Democrat,Representative,84.6,67.39967277,blue,84.6
Alex Garza,Michigan,Democrat,Representative,75,67.39967277,blue,75
Tyrone Carter,Michigan,Democrat,Representative,75,67.39967277,blue,75
David LaGrand,Michigan,Democrat,Representative,81,67.39967277,blue,81
Abdullah Hammoud,Michigan,Democrat,Representative,92.3,67.39967277,blue,92.3
Paul Wojno,Michigan,Democrat,Senator,100,67.39967277,blue,100
Ryan Berman,Michigan,Republican,Representative,58.3,67.39967277,red,58.3
Michele Hoitenga,Michigan,Republican,Representative,50,67.39967277,red,50
Jewell Jones,Michigan,Democrat,Representative,73.1,67.39967277,blue,73.1
Dan Lauwers,Michigan,Republican,Senator,48.8,67.39967277,red,48.8
Scott VanSingel,Michigan,Republican,Representative,60,67.39967277,red,60
Lana Theis,Michigan,Republican,Senator,46.3,67.39967277,red,46.3
Laurie Pohutsky,Michigan,Democrat,Representative,100,67.39967277,blue,100
Timothy Beson,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Jon Bumstead,Michigan,Republican,Senator,55.6,67.39967277,red,55.6
Michael MacDonald,Michigan,Republican,Senator,77.8,67.39967277,red,77.8
Ed McBroom,Michigan,Republican,Senator,48,67.39967277,red,48
Helena Scott,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Andrea Schroeder,Michigan,Republican,Representative,66.7,67.39967277,red,66.7
Diana Farrington,Michigan,Republican,Representative,50,67.39967277,red,50
Joseph Tate,Michigan,Democrat,Representative,66.7,67.39967277,blue,66.7
Andrew Beeler,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Gary Eisen,Michigan,Republican,Representative,58.3,67.39967277,red,58.3
William Sowerby,Michigan,Democrat,Representative,92.3,67.39967277,blue,92.3
Ruth Johnson,Michigan,Republican,Senator,66.7,67.39967277,red,66.7
Kevin Hertel,Michigan,Democrat,Representative,76.9,67.39967277,blue,76.9
Brad Paquette,Michigan,Republican,Representative,50,67.39967277,red,50
Sarah Anthony,Michigan,Democrat,Representative,100,67.39967277,blue,100
Felicia Brabec,Michigan,Democrat,Representative,N/A,67.39967277,grey,120
Dayna Polehanki,Michigan,Democrat,Senator,100,67.39967277,blue,100
John Roth,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Elizabeth Griffin,Michigan,Republican,Representative,50,67.39967277,red,50
Jeff Irwin,Michigan,Democrat,Senator,81.5,67.39967277,blue,81.5
Pauline Wendzel,Michigan,Republican,Representative,58.3,67.39967277,red,58.3
Tom Barrett,Michigan,Republican,Senator,43.9,67.39967277,red,43.9
Annette Glenn,Michigan,Republican,Representative,66.7,67.39967277,red,66.7
Rachel Hood,Michigan,Democrat,Representative,91.7,67.39967277,blue,91.7
Rosemary Bayer,Michigan,Democrat,Senator,100,67.39967277,blue,100
Jeffrey Yaroch,Michigan,Republican,Representative,61.5,67.39967277,red,61.5
Brenda Carter,Michigan,Democrat,Representative,80,67.39967277,blue,80
John Damoose,Michigan,Republican,Representative,N/A,67.39967277,grey,120
Sylvia Santana,Michigan,Democrat,Senator,91.3,67.39967277,blue,91.3
Lori Stone,Michigan,Democrat,Representative,100,67.39967277,blue,100
Ben Frederick,Michigan,Republican,Representative,50,67.39967277,red,50
Mark Tisdel,Michigan,Republican,Representative,N/A,67.39967277,grey,120
